t,imb,N
0.0,0.9999999999999714,-15.999999999999542
0.1,0.9963106188361633,-15.88223020904828
0.11000000000000001,0.9955511144716845,-15.858059821596676
0.12100000000000002,0.994639122046395,-15.829071101416716
0.13310000000000002,0.9935458123339108,-15.794369349141336
0.14641000000000004,0.9922377387180719,-15.752924562336245
0.16105100000000006,0.9906764998173808,-15.703566063594106
0.17715610000000007,0.9888185985285315,-15.64498566134759
0.1948717100000001,0.986615643128367,-15.575754843919057
0.2143588810000001,0.9840151005965448,-15.494363812278259
0.23579476910000013,0.9809618957247128,-15.399293071077752
0.25937424601000014,0.977401251194257,-15.289131730864641
0.28531167061100016,0.9732832762861483,-15.162760251290969
0.3138428376721002,0.9685699146839996,-15.019618158064617
0.3452271214393102,0.9632449106894,-14.860077438843254
0.37974983358324127,0.9573273649217082,-14.685936526197528
0.41772481694156544,0.9508890844090312,-14.501032589005519
0.45949729863572203,0.9440750738122193,-14.31193345805481
0.5054470284992942,0.9371248827039148,-14.128605455531984
0.5559917313492238,0.93038983454413,-13.96485196734773
0.6115909044841462,0.9243373200718701,-13.838181996052711
0.6727499949325609,0.9195288255904678,-13.768625201105543
0.740024994425817,0.9165548780586765,-13.775932469544228
0.8140274938683988,0.9159112325429746,-13.874724044863903
0.8954302432552388,0.9178121600024505,-14.067663606208546
0.9849732675807628,0.9219651968359043,-14.337842106077122
1.0834705943388392,0.9273802956124245,-14.643306441017389
1.1918176537727232,0.9323461039638394,-14.918676385727366
1.3109994191499956,0.9347437398439868,-15.08964417212042
1.4420993610649953,0.9328148199077421,-15.102895123258545
1.586309297171495,0.9262607307229123,-14.963485158901312
1.7449402268886445,0.917079919803828,-14.755617046333795
1.919434249577509,0.9090780990323969,-14.61298915461353
2.11137767453526,0.9053769436435787,-14.626773585417384
2.3225154419887866,0.905471283761908,-14.757040396947476
2.5547669861876656,0.9053778868905024,-14.866370029157299
2.8102436848064323,0.9016793767310544,-14.862213096730112
3.0912680532870755,0.8951830339098906,-14.771947857837237
3.4003948586157833,0.8888344301443428,-14.637128352910363
3.740434344477362,0.885500371928661,-14.497480108528098
4.114477778925099,0.8919234863643162,-14.581670407942406
4.525925556817609,0.9064194935186755,-14.935927100909806
4.97851811249937,0.9059607579404529,-14.879880707653118
5.476369923749307,0.8932147625995885,-14.620345447288866
6.024006916124239,0.8871147485006469,-14.546910431714409
6.626407607736663,0.8981229048313543,-14.822610475428627
7.28904836851033,0.8982923034906324,-14.743222530200795
8.017953205361364,0.8953270236847626,-14.663207891768904
8.8197485258975,0.8938740503430507,-14.60077371733358
9.701723378487252,0.9101088050574733,-15.043556640015876
10.671895716335978,0.8887669482995846,-14.561182652769867
11.739085287969576,0.8886894943487548,-14.650015637037066
12.912993816766535,0.8871003425426404,-14.611803314010464
14.20429319844319,0.8858164231805548,-14.557740461553438
15.624722518287511,0.88343870062427,-14.578099252316331
17.187194770116264,0.8874760699306289,-14.752920444731425
18.905914247127892,0.876222618320981,-14.666302529004675
20.796505671840684,0.8765468845892049,-14.686865765311152
22.876156239024755,0.8735915111328046,-14.646467398218883
25.163771862927234,0.8772112211065259,-14.756085955770528
27.68014904921996,0.8716626025139759,-14.715492961796253
30.448163954141958,0.8723607007413686,-14.759622249899724
33.492980349556156,0.8592633990813517,-14.562779528403347
36.84227838451177,0.875675098400711,-14.912098659897268
40.52650622296295,0.857397626194915,-14.663295100576368
44.57915684525925,0.8592233257271236,-14.653326345550441
49.03707252978518,0.8558291408469322,-14.761018919621536
53.9407797827637,0.8531056270135913,-14.76805313107321
59.33485776104007,0.8489346378508356,-14.781258023060792
65.26834353714408,0.8332982590255613,-14.573058796742362
71.7951778908585,0.8438645728780274,-14.82763310533238
78.97469567994435,0.8475869045919849,-14.939371205524797
86.87216524793878,0.8315758752573723,-14.79722556941556
95.55938177273266,0.8279431334567132,-14.685469424786884
105.11531995000594,0.8185410291008931,-14.53189617797916
115.62685194500655,0.8305100109237309,-14.876296545062251
127.18953713950721,0.8153913582674344,-14.61465858146629
139.90849085345795,0.8138219970185001,-14.711269541396288
153.89933993880376,0.8070050709487513,-14.615605078632555
169.28927393268415,0.806765487873376,-14.64901341892249
186.21820132595258,0.8042891137514439,-14.660565116692714
204.84002145854785,0.8198687013669168,-14.923843594718187
225.32402360440267,0.8123822806162327,-14.796162564813061
247.85642596484297,0.8065966177179626,-14.573943308326168
272.6420685613273,0.8092999880380776,-14.605647138249703
299.90627541746005,0.8135003020129484,-14.615632811606877
329.8969029592061,0.820783728844075,-14.617034406413886
362.88659325512674,0.8338487885266856,-14.824599488558286
399.17525258063944,0.8297917844070649,-14.738656564522568
439.0927778387034,0.8293440995736677,-14.799451391972564
483.0020556225738,0.82058188751637,-14.748405323594469
531.3022611848312,0.8123134807229211,-14.746447015988918
584.4324873033144,0.8035015594162168,-14.738687963613016
642.8757360336458,0.8057070849559647,-14.619527777413037
707.1633096370105,0.8156018382950605,-14.646543378373943
777.8796406007116,0.8353794444276565,-14.866360362805652
855.6676046607828,0.8197059494308515,-14.675721415918288
941.2343651268611,0.8074826377225187,-14.714301021119416
1035.3578016395472,0.8013937183045169,-14.63411273366099
1138.893581803502,0.8202443787746517,-14.652590904315417
1252.7829399838522,0.8128946343537581,-14.575422780847836
1378.0612339822376,0.8044743411977923,-14.728211106512397
1515.8673573804615,0.8214542213847015,-14.772400095975906
1667.4540931185077,0.8146436271624354,-14.569636791176645
1834.1995024303585,0.8131243644160707,-14.811478168373828
2017.6194526733946,0.823179585815626,-14.548261046789175
2219.381397940734,0.8091842415988202,-14.844006387965589
2441.319537734808,0.8243106174159213,-14.76030602895876
2685.451491508289,0.8316771420109512,-14.86521325268515
2953.9966406591184,0.8011579908388904,-14.712819881702746
3249.3963047250304,0.8195673970097238,-14.701577460171885
3574.3359351975337,0.831434846679416,-14.797367208659857
3931.7695287172874,0.8333162349554307,-14.778959206706663
4324.946481589016,0.8332743481495852,-14.791552571828861
4757.441129747918,0.8223838143241002,-14.57294752186355
5233.18524272271,0.822920948284586,-14.797839662691366
5756.503766994982,0.8062917438578497,-14.760491060649155
6332.15414369448,0.8288946719350933,-14.609304390467592
6965.369558063929,0.8128238495647948,-14.826158990190837
7661.906513870322,0.8121864833176108,-14.764681583359392
8428.097165257355,0.8079215119015247,-14.618360924636594
9270.906881783092,0.8064371323266313,-14.784405848914085
10197.997569961402,0.8151507174914732,-14.512205673216755
11217.797326957543,0.8047642378960934,-14.717088068929218
12339.577059653298,0.8246985446957726,-14.79282309594547
13573.53476561863,0.8178699695378026,-14.81579380540208
14930.888242180494,0.8193862078537837,-14.754977199180868
16423.977066398544,0.8036444241702905,-14.615995199431564
18066.3747730384,0.8152522559090928,-14.794914624470056
19873.01225034224,0.8242118814798419,-14.87098572586844
21860.313475376464,0.8202089890930468,-14.80079746049255
24046.344822914114,0.8295425914513703,-14.738553043433482
26450.97930520553,0.8348718819615693,-14.81406325909977
29096.077235726083,0.8043405971711255,-14.607618008465174
32005.684959298695,0.8297810328935249,-14.673551358011084
35206.253455228565,0.8357865811931416,-14.842802749068543
38726.87880075142,0.8249447473412005,-14.667435123474037
42599.56668082657,0.8232716620543612,-14.747228182982312
46859.52334890923,0.8148584758896177,-14.765627217550666
51545.475683800156,0.799758160945303,-14.675655657583416
56700.02325218017,0.8044993249866184,-14.550209847160954
62370.0255773982,0.8254369576890142,-14.638821945736089
68607.02813513803,0.8056501747151869,-14.635027965451853
75467.73094865184,0.8340958176114683,-14.752032263064018
83014.50404351702,0.8272508463748579,-14.771915743391522
91315.95444786873,0.8219496762526213,-14.661261680764092
100447.54989265562,0.8207139635626849,-14.748598485837984
110492.30488192118,0.8158400257809201,-14.644159696843031
121541.53537011331,0.8035301922038881,-14.55753924218087
133695.68890712466,0.8012630840686578,-14.619142666781372
147065.25779783714,0.8189817159134445,-14.771623966963247
161771.78357762087,0.8069855850488573,-14.727925747839713
177948.96193538298,0.8033399755700608,-14.659474727274546
195743.8581289213,0.8035030238921516,-14.74571074542046
215318.24394181345,0.8315209604901904,-14.67688097972245
236850.06833599482,0.8145261151013707,-14.783136954911843
260535.07516959432,0.8049978939829726,-14.707823824839878
286588.58268655377,0.8145582841939131,-14.820647379955883
315247.4409552092,0.8209023484963045,-14.593287970772785
346772.1850507301,0.8241528171334679,-14.829553613410559
381449.4035558032,0.8033739338754822,-14.745537225335013
419594.34391138353,0.8287030432221011,-14.795448319026214
461553.7783025219,0.8240504205088475,-14.86528025121394
507709.15613277414,0.8196671169871999,-14.559956478073628
558480.0717460515,0.8165947557100702,-14.806469544126228
614328.0789206567,0.820725572490226,-14.619487830146282
675760.8868127224,0.801638291570684,-14.667874759375497
743336.9754939948,0.8105919499998545,-14.735026546159895
817670.6730433943,0.8192457034702717,-14.646615491440295
899437.7403477338,0.817095946851353,-14.730592993888903
989381.5143825073,0.8185211151305289,-14.860771038173441
1.088319665820758e6,0.824228055205628,-14.70726065971993
1.197151632402834e6,0.8088976162737259,-14.698993168695154
1.3168667956431175e6,0.8000743737543783,-14.59585449247897
1.4485534752074294e6,0.8210762963091275,-14.80124194682572
1.5934088227281724e6,0.7971003062319421,-14.614430461485519
1.7527497050009898e6,0.8146844140701887,-14.635280877434818
1.928024675501089e6,0.8004061704126659,-14.678752894229254
2.120827143051198e6,0.8075572762199527,-14.76509982607322
2.3329098573563183e6,0.8060608059445135,-14.664819394363963
2.5662008430919503e6,0.8185585757772847,-14.638865846857708
2.8228209274011455e6,0.8093770574489183,-14.806625549009459
3.10510302014126e6,0.8217226805828454,-14.613675721018975
3.4156133221553867e6,0.8246963574757717,-14.660006952501577
3.757174654370926e6,0.8063738867939269,-14.739819802734134
4.1328921198080187e6,0.8169793059744933,-14.842202871062499
4.546181331788821e6,0.8294112163971361,-14.767433933530828
5.000799464967703e6,0.8156303962925076,-14.830226431026748
5.500879411464474e6,0.8056180239923391,-14.784052592573387
6.050967352610922e6,0.8341508674330176,-14.80155489032936
6.656064087872015e6,0.8145394204234176,-14.784222090289934
7.321670496659217e6,0.800027325173408,-14.657150409465228
8.05383754632514e6,0.817886425111345,-14.633829707192628
8.859221300957654e6,0.7996282736081334,-14.671766835352514
9.74514343105342e6,0.8283334652366099,-14.661948831048548
1.0719657774158763e7,0.8197726816959668,-14.583788426948647
1.179162355157464e7,0.8117676468971017,-14.749452320622604
1.2970785906732105e7,0.8268317648366127,-14.754964184683338
1.4267864497405317e7,0.8119123639332272,-14.818880496811106
1.569465094714585e7,0.8174823408199033,-14.553302138902076
1.7264116041860435e7,0.8306952925560181,-14.692313440628615
1.8990527646046482e7,0.8446499139256363,-14.957239489412729
2.0889580410651132e7,0.816189332824295,-14.586846528745514
2.2978538451716248e7,0.8285638673528716,-14.75362055426877
2.5276392296887875e7,0.8128190794463028,-14.713214736920987
2.7804031526576664e7,0.8284413027043017,-14.797029278670925
3.0584434679234333e7,0.8279043660237064,-14.609502335961645
3.3642878147157766e7,0.8230242983862459,-14.677295520920085
3.7007165961873546e7,0.8274925720929486,-14.72079291907534
4.070788255806091e7,0.8036679085207639,-14.63899167147434
4.4778670813867e7,0.8238240691722986,-14.680325439295824
4.925653789525371e7,0.8322603630462823,-14.758516444179973
5.4182191684779085e7,0.8044012166566508,-14.654227593116275
5.9600410853257e7,0.8108356757841255,-14.522697648064947
6.55604519385827e7,0.8145937722507145,-14.948186547320843
7.211649713244098e7,0.8176441001832317,-14.627209303262942
7.93281468456851e7,0.82825218649597,-14.637437774862715
8.72609615302536e7,0.8117968264015392,-14.819125130866052
9.598705768327898e7,0.8348536834868633,-14.779665286641746
1.0558576345160688e8,0.8138767601559125,-14.715797181200584
1.1614433979676758e8,0.8148750318049007,-14.856852046439213
1.2775877377644435e8,0.8083941530612412,-14.616626181466145
1.405346511540888e8,0.8183103211850482,-14.563791686744336
1.545881162694977e8,0.8346617781602195,-14.821687525233951
1.7004692789644748e8,0.8286883874799632,-14.819763496583601
1.8705162068609226e8,0.805611360467091,-14.784173772594182
2.057567827547015e8,0.810669076262368,-14.62122829092908
2.2633246103017166e8,0.8290572961203494,-14.822667201295019
2.4896570713318884e8,0.8282555066104808,-14.74761926281133
2.738622778465077e8,0.8230030215034289,-14.63807960547054
3.0124850563115853e8,0.8068119292174589,-14.670879152321234
3.313733561942744e8,0.8299422284743381,-14.669596819720033
3.6451069181370187e8,0.8265548803542149,-14.716715313376522
4.0096176099507207e8,0.808489591256269,-14.744114247534508
4.410579370945793e8,0.821601752293372,-14.79323555044589
4.851637308040373e8,0.8082303136195187,-14.783329335634441
5.33680103884441e8,0.8321604361772502,-14.74617808391988
5.870481142728852e8,0.8069082877961394,-14.759745888722637
6.457529257001737e8,0.8206161050913546,-14.7639797916338
7.103282182701912e8,0.8286192729943153,-14.640079391591035
7.813610400972104e8,0.8203984455717963,-14.765736659620938
8.594971441069316e8,0.813018613941709,-14.605324232450617
9.454468585176249e8,0.8111095381232352,-14.640477795360068
1.0399915443693874e9,0.8197815151315265,-14.7548977109764
1.1439906988063262e9,0.812611506105474,-14.840176048397574
1.2583897686869588e9,0.8390859720279906,-14.82138016419732
1.3842287455556548e9,0.827605522066072,-14.763235375098239
1.5226516201112204e9,0.8039743503000402,-14.642813875451465
1.6749167821223426e9,0.8252452784956664,-14.827022147750366
1.842408460334577e9,0.8185753631789363,-14.703230029156824
2.0266493063680348e9,0.8162350933191639,-14.673659793562527
2.2293142370048385e9,0.8012346820634209,-14.690591537638477
2.4522456607053227e9,0.8159900831061193,-14.787011526190948
2.697470226775855e9,0.8352910525458251,-14.83469144166611
2.9672172494534407e9,0.8202157638762388,-14.70582863753754
3.263938974398785e9,0.819192496367104,-14.745367047171852
3.590332871838664e9,0.8325325280632573,-14.837750282939913
3.9493661590225306e9,0.8142476732293589,-14.608112737742612
4.344302774924784e9,0.8239910904958924,-14.781626548744356
4.778733052417262e9,0.8235280450498592,-14.844933178305807
5.256606357658989e9,0.8127922046650093,-14.805051976230388
5.782266993424889e9,0.8142350679475482,-14.63436406835572
6.360493692767378e9,0.8009406171472032,-14.58868773034874
6.996543062044116e9,0.8249045591929601,-14.77293440927763
7.6961973682485285e9,0.8146798006874542,-14.657293546753658
8.465817105073382e9,0.807662062104472,-14.756502079960542
9.31239881558072e9,0.8154416675011563,-14.729332014252456
